session_id,timestamp,email,password,mouse_movements,time_to_submit,honeypot_filled,honeypot_total_length,keystrokes,focus_events,paste_events,email_length,password_length,cookies_enabled,is_attack,attack_type
session_000962,2026-01-25T22:59:33.950067,user962@gmail.com,***,17,18.45,0,0,26,5,0,17,8,1,0,legitimate
session_000963,2026-01-12T22:59:33.950067,user963@yahoo.com,***,20,5.38,0,0,29,8,1,17,12,1,0,legitimate
session_000964,2026-02-01T22:59:33.950067,user964@yahoo.com,***,19,11.2,0,0,28,8,0,17,10,1,0,legitimate
session_000965,2026-02-06T22:59:33.950067,' OR 'a'='a,test,2,1.45,1,11,18,1,0,11,4,1,1,sql_injection
session_000966,2026-01-11T22:59:33.950067,user966@yahoo.com,***,17,12.2,0,0,26,5,0,17,9,1,0,legitimate
session_000967,2026-01-22T22:59:33.950067,bot967@automated.com,botpass8120,0,0.17,1,20,0,0,1,20,11,1,1,bot
session_000968,2026-01-09T22:59:33.950067,user968@yahoo.com,***,36,6.53,0,0,29,8,1,17,9,1,0,legitimate
session_000969,2026-01-12T22:59:33.950067,user969@outlook.com,***,39,2.23,0,0,35,4,0,19,16,1,0,legitimate
session_000970,2026-01-09T22:59:33.950067,user970@outlook.com,***,50,16.58,0,0,35,8,0,19,16,1,0,legitimate
session_000971,2026-01-24T22:59:33.950067,user971@gmail.com,***,45,6.42,0,0,30,6,0,17,9,1,0,legitimate
session_000972,2026-01-27T22:59:33.950067,user972@yahoo.com,***,5,15.34,0,0,31,5,0,17,8,1,0,legitimate
session_000973,2026-01-15T22:59:33.950067,user973@gmail.com,***,32,16.22,0,0,33,8,0,17,13,1,0,legitimate
session_000974,2026-01-10T22:59:33.950067,..%2F..%2F..%2Fetc%2Fpasswd,test,2,0.6,0,0,27,1,1,27,4,1,1,path_traversal
session_000975,2026-01-24T22:59:33.950067,user975@gmail.com,***,10,18.06,0,0,38,5,0,17,15,1,0,legitimate
session_000976,2026-02-02T22:59:33.950067,user976@yahoo.com,***,45,5.05,0,0,37,10,0,17,16,1,0,legitimate
session_000977,2026-02-01T22:59:33.950067,user977@gmail.com,***,46,5.64,0,0,43,4,0,17,16,1,0,legitimate
session_000978,2026-01-23T22:59:33.950067,user978@yahoo.com,***,42,7.59,0,0,39,10,0,17,15,1,0,legitimate
session_000979,2026-01-24T22:59:33.950067,<svg onload=alert(1)>,test,2,0.85,0,0,21,1,1,21,4,1,1,xss
session_000980,2026-01-20T22:59:33.950067,user980@yahoo.com,***,6,4.69,0,0,26,4,1,17,9,1,0,legitimate
session_000981,2026-01-18T22:59:33.951088,user981@yahoo.com,***,39,15.21,0,0,35,6,0,17,16,1,0,legitimate
session_000982,2026-01-31T22:59:33.951088,user982@company.com,***,12,9.26,0,0,42,7,0,19,15,1,0,legitimate
session_000983,2026-01-12T22:59:33.951088,test@test.com`cat /etc/shadow`,`cat /etc/shadow`,1,0.44,0,0,16,2,1,30,17,1,1,command_injection
session_000984,2026-01-28T22:59:33.951088,user984@yahoo.com,***,36,7.39,0,0,25,8,1,17,8,1,0,legitimate
session_000985,2026-01-18T22:59:33.951088,test@test.com; ls -la,| nc -e /bin/sh,0,0.8,0,0,24,1,1,21,15,1,1,command_injection
session_000986,2026-01-26T22:59:33.951088,user986@yahoo.com,***,37,3.92,0,0,33,3,0,17,11,1,0,legitimate
session_000987,2026-01-29T22:59:33.951088,user987@outlook.com,***,26,6.34,0,0,45,7,1,19,16,1,0,legitimate
session_000988,2026-01-15T22:59:33.951088,user988@outlook.com,***,10,5.32,0,0,36,2,0,19,16,1,0,legitimate
session_000989,2026-02-05T22:59:33.951088,test@test.com| cat /etc/passwd,; ls -la,2,0.29,0,0,21,0,1,30,8,1,1,command_injection
session_000990,2026-01-26T22:59:33.951088,user990@yahoo.com,***,43,14.76,0,0,28,7,0,17,10,1,0,legitimate
session_000991,2026-01-11T22:59:33.951088,user991@outlook.com,***,7,17.26,0,0,40,5,0,19,16,1,0,legitimate
session_000992,2026-02-04T22:59:33.951088,user992@company.com,***,10,8.04,0,0,38,7,0,19,15,1,0,legitimate
session_000993,2026-01-19T22:59:33.951088,user993@gmail.com,***,42,2.15,0,0,36,7,0,17,14,1,0,legitimate
session_000994,2026-01-11T22:59:33.951088,user994@outlook.com,***,36,2.5,0,0,35,10,0,19,8,1,0,legitimate
session_000995,2026-01-26T22:59:33.951088,<input onfocus=alert(1) autofocus>,test,1,0.47,0,0,34,0,1,34,4,1,1,xss
session_000996,2026-01-27T22:59:33.951088,user996@gmail.com,***,13,11.05,0,0,27,9,0,17,8,1,0,legitimate
session_000997,2026-01-23T22:59:33.951088,administrator,pass755,0,0.98,0,0,6,1,0,13,7,1,1,brute_force
session_000998,2026-02-02T22:59:33.951088,user998@company.com,***,14,16.83,0,0,40,2,1,19,16,1,0,legitimate
session_000999,2026-01-15T22:59:33.951088,user999@gmail.com,***,33,16.9,0,0,40,10,1,17,15,1,0,legitimate
session_001000,2026-02-06T22:59:33.951088,user1000@yahoo.com,***,26,8.66,0,0,33,7,1,18,12,1,0,legitimate
session_001001,2026-02-05T22:59:33.951088,user1001@gmail.com,***,26,19.79,0,0,33,7,0,18,15,1,0,legitimate
session_001002,2026-02-08T22:59:33.951088,"'""><script>alert(String.fromCharCode(88,83,83))</script>",test,1,0.8,0,0,56,0,1,56,4,1,1,xss
session_001003,2026-01-25T22:59:33.951088,user1003@yahoo.com,***,5,20.0,0,0,39,6,0,18,12,1,0,legitimate
session_001004,2026-02-05T22:59:33.951088,user1004@yahoo.com,***,25,9.59,0,0,34,5,0,18,10,1,0,legitimate
session_001005,2026-01-14T22:59:33.951088,user1005@outlook.com,***,15,9.53,0,0,35,8,0,20,13,1,0,legitimate
session_001006,2026-02-05T22:59:33.951088,user1006@gmail.com,***,34,8.5,0,0,34,9,0,18,12,1,0,legitimate
session_001007,2026-01-18T22:59:33.951088,' OR 1=1--,admin,0,0.81,0,0,12,2,0,10,5,1,1,sql_injection
session_001008,2026-01-17T22:59:33.951088,user1008@outlook.com,***,10,6.56,0,0,32,4,0,20,11,1,0,legitimate
session_001009,2026-02-02T22:59:33.951088,user1009@yahoo.com,***,35,15.82,0,0,29,7,0,18,10,1,0,legitimate
session_001010,2026-02-08T22:59:33.951088,user1010@yahoo.com,***,15,4.88,0,0,36,2,0,18,16,1,0,legitimate
session_001011,2026-02-08T22:59:33.951088,user1011@yahoo.com,***,29,7.47,0,0,34,5,0,18,14,1,0,legitimate
session_001012,2026-01-23T22:59:33.951088,<img src=x onerror=alert(1)>,test,1,0.74,0,0,28,0,1,28,4,1,1,xss
session_001013,2026-01-28T22:59:33.951088,user1013@yahoo.com,***,7,19.85,0,0,35,5,1,18,15,1,0,legitimate
session_001014,2026-01-13T22:59:33.951088,user1014@outlook.com,***,28,15.85,0,0,43,4,1,20,15,1,0,legitimate
session_001015,2026-01-29T22:59:33.951088,admin' UNION SELECT,123,2,1.08,1,19,9,2,1,19,3,1,1,sql_injection
session_001016,2026-02-06T22:59:33.951088,user1016@outlook.com,***,25,4.61,0,0,38,4,0,20,11,1,0,legitimate
session_001017,2026-01-26T22:59:33.951088,user1017@yahoo.com,***,30,19.71,0,0,31,7,0,18,10,1,0,legitimate
session_001018,2026-02-07T22:59:33.951088,user1018@gmail.com,***,47,3.33,0,0,27,3,0,18,9,1,0,legitimate
session_001019,2026-01-20T22:59:33.951088,bot1019@automated.com,botpass7354,0,0.39,1,21,0,0,1,21,11,1,1,bot
session_001020,2026-02-01T22:59:33.951088,user1020@gmail.com,***,11,18.75,0,0,39,3,0,18,12,1,0,legitimate
session_001021,2026-02-04T22:59:33.951088,user1021@yahoo.com,***,21,14.27,0,0,34,8,0,18,12,1,0,legitimate
session_001022,2026-01-21T22:59:33.951088,../../../etc/passwd,test,1,0.86,0,0,19,1,1,19,4,1,1,path_traversal
session_001023,2026-01-18T22:59:33.951088,user1023@gmail.com,***,5,9.49,0,0,38,7,0,18,10,1,0,legitimate
session_001024,2026-01-10T22:59:33.951088,user1024@outlook.com,***,43,10.33,0,0,36,2,1,20,13,1,0,legitimate
session_001025,2026-02-07T22:59:33.951088,user1025@yahoo.com,***,37,19.02,0,0,39,7,1,18,16,1,0,legitimate
session_001026,2026-01-22T22:59:33.951088,bot1026@automated.com,botpass6163,0,0.45,1,21,0,0,1,21,11,1,1,bot
session_001027,2026-01-09T22:59:33.951088,user1027@gmail.com,***,39,3.88,0,0,41,6,0,18,14,1,0,legitimate
session_001028,2026-01-22T22:59:33.951088,test@test.com; rm -rf /,| cat /etc/passwd,2,0.41,0,0,21,1,1,23,17,1,1,command_injection
session_001029,2026-01-31T22:59:33.951088,user1029@gmail.com,***,37,10.05,0,0,37,3,0,18,11,1,0,legitimate
session_001030,2026-01-23T22:59:33.951088,user1030@gmail.com,***,18,9.74,0,0,34,5,0,18,14,1,0,legitimate
session_001031,2026-01-20T22:59:33.951088,user1031@outlook.com,***,33,9.22,0,0,38,10,1,20,10,1,0,legitimate
session_001032,2026-01-20T22:59:33.951088,user1032@company.com,***,8,5.87,0,0,37,4,1,20,9,1,0,legitimate
session_001033,2026-01-09T22:59:33.951088,admin'--,,3,0.23,0,0,20,0,1,8,0,1,1,sql_injection
session_001034,2026-01-19T22:59:33.951088,administrator,pass889,0,0.35,0,0,6,2,0,13,7,1,1,brute_force
session_001035,2026-02-02T22:59:33.951088,user1035@company.com,***,21,4.1,0,0,38,6,0,20,9,1,0,legitimate
session_001036,2026-02-05T22:59:33.951088,user1036@gmail.com,***,33,16.92,0,0,34,8,0,18,12,1,0,legitimate
session_001037,2026-01-22T22:59:33.951088,<svg onload=alert(1)>,pass,0,0.53,0,0,21,0,1,21,4,1,1,xss
session_001038,2026-01-24T22:59:33.951088,user1038@outlook.com,***,40,10.67,0,0,37,3,1,20,11,1,0,legitimate
session_001039,2026-02-04T22:59:33.951088,test@test.com`cat /etc/shadow`,| nc -e /bin/sh,2,0.77,0,0,24,0,1,30,15,1,1,command_injection
session_001040,2026-01-11T22:59:33.951088,user1040@yahoo.com,***,27,13.77,0,0,34,7,1,18,10,1,0,legitimate
session_001041,2026-02-05T22:59:33.951088,<body onload=alert('XSS')>,pass,2,0.94,0,0,26,1,1,26,4,1,1,xss
session_001042,2026-01-17T22:59:33.951088,user1042@gmail.com,***,42,9.63,0,0,27,2,1,18,8,1,0,legitimate
session_001043,2026-02-05T22:59:33.951088,user1043@yahoo.com,***,43,11.59,0,0,41,6,0,18,16,1,0,legitimate
session_001044,2026-01-10T22:59:33.951088,admin' UNION SELECT,admin,3,1.16,0,0,9,2,1,19,5,1,1,sql_injection
session_001045,2026-01-10T22:59:33.951088,<script>alert('XSS')</script>,,0,0.64,0,0,29,0,1,29,0,1,1,xss
session_001046,2026-01-10T22:59:33.951088,....//....//....//etc/passwd,test,1,1.03,0,0,28,1,1,28,4,1,1,path_traversal
session_001047,2026-02-02T22:59:33.951088,test@test.com; ls -la,| cat /etc/passwd,2,0.74,0,0,18,1,1,21,17,1,1,command_injection
session_001048,2026-01-18T22:59:33.951088,user1048@company.com,***,28,18.92,0,0,38,2,0,20,9,1,0,legitimate
session_001049,2026-01-16T22:59:33.951088,user1049@gmail.com,***,26,10.91,0,0,38,2,0,18,13,1,0,legitimate
session_001050,2026-01-20T22:59:33.951088,user1050@outlook.com,***,23,17.38,0,0,34,3,1,20,9,1,0,legitimate
session_001051,2026-02-07T22:59:33.951088,user1051@gmail.com,***,11,5.38,0,0,33,4,1,18,13,1,0,legitimate
session_001052,2026-01-27T22:59:33.951088,user1052@company.com,***,30,2.53,0,0,32,4,1,20,8,1,0,legitimate
session_001053,2026-01-11T22:59:33.951088,user1053@yahoo.com,***,12,14.33,0,0,41,4,0,18,16,1,0,legitimate
session_001054,2026-01-12T22:59:33.951088,bot1054@automated.com,botpass2129,0,0.48,1,21,0,0,1,21,11,1,1,bot
session_001055,2026-01-11T22:59:33.951088,user1055@outlook.com,***,25,13.99,0,0,29,2,0,20,8,1,0,legitimate
session_001056,2026-02-05T22:59:33.951088,bot1056@automated.com,botpass7488,0,0.36,1,21,0,0,1,21,11,1,1,bot
session_001057,2026-01-15T22:59:33.951088,user1057@outlook.com,***,21,5.2,0,0,36,8,1,20,11,1,0,legitimate
session_001058,2026-01-26T22:59:33.951088,user1058@gmail.com,***,41,17.16,0,0,38,3,0,18,13,1,0,legitimate
session_001059,2026-02-06T22:59:33.951088,user1059@outlook.com,***,45,6.69,0,0,39,7,1,20,14,1,0,legitimate
session_001060,2026-01-25T22:59:33.951088,user1060@outlook.com,***,25,4.34,0,0,37,9,1,20,11,1,0,legitimate
session_001061,2026-01-13T22:59:33.951088,user1061@yahoo.com,***,20,7.45,0,0,27,5,0,18,8,1,0,legitimate
session_001062,2026-02-05T22:59:33.951088,user1062@gmail.com,***,30,7.25,0,0,32,7,0,18,10,1,0,legitimate
session_001063,2026-01-13T22:59:33.951088,user1063@company.com,***,7,10.75,0,0,31,2,0,20,9,1,0,legitimate
session_001064,2026-01-29T22:59:33.951088,user1064@yahoo.com,***,43,19.69,0,0,35,6,1,18,15,1,0,legitimate
session_001065,2026-01-15T22:59:33.951088,user1065@company.com,***,23,18.44,0,0,30,4,0,20,10,1,0,legitimate
session_001066,2026-02-05T22:59:33.951088,user1066@yahoo.com,***,17,11.13,0,0,31,7,1,18,12,1,0,legitimate
session_001067,2026-01-20T22:59:33.951088,user1067@yahoo.com,***,36,18.42,0,0,31,10,0,18,8,1,0,legitimate
session_001068,2026-01-24T22:59:33.951088,user1068@outlook.com,***,50,10.74,0,0,38,4,0,20,15,1,0,legitimate
session_001069,2026-02-07T22:59:33.951088,user1069@gmail.com,***,30,8.0,0,0,37,3,0,18,16,1,0,legitimate
session_001070,2026-01-09T22:59:33.951088,bot1070@automated.com,botpass9443,0,0.25,1,21,0,0,1,21,11,1,1,bot
session_001071,2026-02-08T22:59:33.951088,user1071@yahoo.com,***,6,13.9,0,0,37,4,0,18,9,1,0,legitimate
session_001072,2026-01-26T22:59:33.951088,test@test.com; rm -rf /,| cat /etc/passwd,1,0.34,0,0,25,2,1,23,17,1,1,command_injection
session_001073,2026-02-06T22:59:33.951088,test@test.com`cat /etc/shadow`,&& whoami,1,0.61,0,0,14,0,1,30,9,1,1,command_injection
session_001074,2026-01-18T22:59:33.951088,user1074@outlook.com,***,19,9.98,0,0,35,7,1,20,12,1,0,legitimate
session_001075,2026-01-14T22:59:33.951088,<img src=x onerror=alert(1)>,test,0,0.92,0,0,28,0,1,28,4,1,1,xss
session_001076,2026-02-02T22:59:33.951088,user1076@company.com,***,46,18.4,0,0,34,4,0,20,10,1,0,legitimate
session_001077,2026-01-28T22:59:33.951088,user1077@gmail.com,***,42,19.68,0,0,29,8,0,18,11,1,0,legitimate
session_001078,2026-01-19T22:59:33.951088,' OR 1=1--,admin,3,0.93,0,0,13,0,1,10,5,1,1,sql_injection
session_001079,2026-02-03T22:59:33.951088,user1079@yahoo.com,***,33,19.53,0,0,27,6,1,18,8,1,0,legitimate
session_001080,2026-01-22T22:59:33.951088,user1080@gmail.com,***,21,15.79,0,0,37,7,0,18,13,1,0,legitimate
session_001081,2026-01-11T22:59:33.951088,bot1081@automated.com,botpass1888,0,0.47,1,21,0,0,1,21,11,1,1,bot
session_001082,2026-01-20T22:59:33.951088,user1082@yahoo.com,***,28,11.76,0,0,28,10,0,18,9,1,0,legitimate
session_001083,2026-01-19T22:59:33.951088,user1083@yahoo.com,***,33,12.88,0,0,30,2,1,18,12,1,0,legitimate
session_001084,2026-02-08T22:59:33.951088,<img src=x onerror=alert(1)>,test,2,0.23,0,0,28,0,1,28,4,1,1,xss
session_001085,2026-01-15T22:59:33.951088,admin,pass291,0,0.4,0,0,4,2,0,5,7,1,1,brute_force
session_001086,2026-01-20T22:59:33.951088,user1086@outlook.com,***,38,9.59,0,0,39,6,1,20,11,1,0,legitimate
session_001087,2026-02-03T22:59:33.951088,user1087@outlook.com,***,6,18.21,0,0,37,4,0,20,9,1,0,legitimate
session_001088,2026-01-14T22:59:33.951088,..%2F..%2F..%2Fetc%2Fpasswd,test,0,0.49,0,0,27,0,1,27,4,1,1,path_traversal
session_001089,2026-01-22T22:59:33.951088,....//....//....//etc/passwd,test,2,0.67,0,0,28,0,1,28,4,1,1,path_traversal
session_001090,2026-02-08T22:59:33.951088,user1090@gmail.com,***,33,7.92,0,0,32,9,0,18,10,1,0,legitimate
session_001091,2026-01-23T22:59:33.951088,user1091@outlook.com,***,38,13.96,0,0,42,8,0,20,14,1,0,legitimate
session_001092,2026-01-27T22:59:33.951088,user1092@gmail.com,***,18,13.74,0,0,42,2,0,18,14,1,0,legitimate
session_001093,2026-01-29T22:59:33.951088,user1093@gmail.com,***,47,6.78,0,0,27,5,0,18,9,1,0,legitimate
session_001094,2026-02-01T22:59:33.951088,user1094@outlook.com,***,9,14.88,0,0,41,8,0,20,13,1,0,legitimate
session_001095,2026-01-21T22:59:33.951088,user1095@company.com,***,42,15.4,0,0,46,9,1,20,16,1,0,legitimate
session_001096,2026-02-06T22:59:33.951088,user1096@yahoo.com,***,41,11.98,0,0,33,2,0,18,15,1,0,legitimate
session_001097,2026-01-29T22:59:33.951088,admin' UNION SELECT,,2,0.74,1,19,18,2,1,19,0,1,1,sql_injection
session_001098,2026-02-06T22:59:33.951088,<input onfocus=alert(1) autofocus>,pass,1,0.34,0,0,34,1,1,34,4,1,1,xss
session_001099,2026-01-11T22:59:33.951088,user1099@outlook.com,***,46,11.91,0,0,36,2,0,20,16,1,0,legitimate
session_001100,2026-01-19T22:59:33.952076,user1100@outlook.com,***,23,17.47,0,0,33,10,0,20,11,1,0,legitimate
session_001101,2026-01-11T22:59:33.952076,user1101@yahoo.com,***,24,14.54,0,0,35,2,0,18,11,1,0,legitimate
session_001102,2026-01-29T22:59:33.952076,user1102@outlook.com,***,6,2.2,0,0,41,4,0,20,13,1,0,legitimate
session_001103,2026-02-01T22:59:33.952076,user1103@yahoo.com,***,16,3.29,0,0,37,2,0,18,16,1,0,legitimate
session_001104,2026-01-15T22:59:33.952076,1' AND '1'='1,123,3,1.29,0,0,7,0,0,13,3,1,1,sql_injection
session_001105,2026-01-28T22:59:33.952076,user1105@outlook.com,***,27,17.57,0,0,32,2,0,20,9,1,0,legitimate
session_001106,2026-01-10T22:59:33.952076,user1106@company.com,***,33,9.48,0,0,38,7,1,20,13,1,0,legitimate
session_001107,2026-01-30T22:59:33.952076,user1107@yahoo.com,***,25,17.26,0,0,33,8,0,18,14,1,0,legitimate
session_001108,2026-01-20T22:59:33.952076,<iframe src=javascript:alert(1)>,,1,0.96,0,0,32,1,1,32,0,1,1,xss
session_001109,2026-02-06T22:59:33.952076,user1109@gmail.com,***,40,13.46,0,0,37,3,0,18,12,1,0,legitimate
session_001110,2026-02-06T22:59:33.952076,root,pass767,0,0.94,0,0,4,1,0,4,7,1,1,brute_force
session_001111,2026-02-02T22:59:33.952076,' OR 1=1--,123,1,1.18,0,0,19,2,1,10,3,1,1,sql_injection
session_001112,2026-02-02T22:59:33.952076,user1112@yahoo.com,***,21,10.83,0,0,28,4,0,18,10,1,0,legitimate
session_001113,2026-02-05T22:59:33.952076,user1113@gmail.com,***,14,2.94,0,0,29,4,1,18,9,1,0,legitimate
session_001114,2026-01-16T22:59:33.952076,user1114@yahoo.com,***,44,16.2,0,0,40,6,1,18,12,1,0,legitimate
session_001115,2026-01-29T22:59:33.952076,user1115@yahoo.com,***,10,4.24,0,0,31,7,0,18,11,1,0,legitimate
session_001116,2026-01-20T22:59:33.952076,root,pass901,1,0.96,0,0,8,0,0,4,7,1,1,brute_force
session_001117,2026-02-04T22:59:33.952076,user1117@company.com,***,32,12.79,0,0,41,2,0,20,11,1,0,legitimate
session_001118,2026-01-11T22:59:33.952076,admin,pass471,1,1.0,0,0,4,2,0,5,7,1,1,brute_force
session_001119,2026-01-09T22:59:33.952076,user1119@outlook.com,***,46,7.52,0,0,29,7,0,20,9,1,0,legitimate
session_001120,2026-01-27T22:59:33.952076,administrator,pass12,0,0.56,0,0,3,0,0,13,6,1,1,brute_force
session_001121,2026-02-02T22:59:33.952076,admin,pass976,1,0.58,0,0,8,1,0,5,7,1,1,brute_force
session_001122,2026-02-04T22:59:33.952076,user1122@gmail.com,***,45,12.15,0,0,38,8,0,18,11,1,0,legitimate
session_001123,2026-01-24T22:59:33.952076,user1123@outlook.com,***,38,15.14,0,0,42,2,0,20,14,1,0,legitimate
session_001124,2026-01-22T22:59:33.952076,user1124@company.com,***,30,10.54,0,0,36,3,0,20,9,1,0,legitimate
session_001125,2026-02-05T22:59:33.952076,1' AND '1'='1,,1,0.49,1,13,8,2,1,13,0,1,1,sql_injection
session_001126,2026-01-31T22:59:33.952076,user1126@company.com,***,38,9.44,0,0,30,4,0,20,10,1,0,legitimate
session_001127,2026-01-14T22:59:33.952076,user1127@company.com,***,36,14.54,0,0,38,2,0,20,9,1,0,legitimate
session_001128,2026-01-19T22:59:33.952076,user1128@company.com,***,45,11.26,0,0,42,8,0,20,16,1,0,legitimate
session_001129,2026-01-23T22:59:33.952076,bot1129@automated.com,botpass2010,0,0.36,1,21,0,0,1,21,11,1,1,bot
session_001130,2026-01-12T22:59:33.952076,user1130@company.com,***,28,18.57,0,0,28,6,0,20,8,1,0,legitimate
session_001131,2026-02-04T22:59:33.952076,user1131@yahoo.com,***,44,10.42,0,0,34,3,1,18,9,1,0,legitimate
session_001132,2026-01-31T22:59:33.952076,user1132@outlook.com,***,34,8.93,0,0,44,4,0,20,15,1,0,legitimate
session_001133,2026-01-26T22:59:33.952076,user1133@outlook.com,***,23,4.09,0,0,41,2,1,20,12,1,0,legitimate
session_001134,2026-01-23T22:59:33.952076,<input onfocus=alert(1) autofocus>,pass,1,0.35,0,0,34,1,1,34,4,1,1,xss
session_001135,2026-02-08T22:59:33.952076,user1135@gmail.com,***,14,15.55,0,0,36,9,0,18,15,1,0,legitimate
session_001136,2026-01-15T22:59:33.952076,user1136@gmail.com,***,33,17.89,0,0,35,10,1,18,9,1,0,legitimate
session_001137,2026-02-01T22:59:33.952076,<iframe src=javascript:alert(1)>,,1,0.31,0,0,32,1,1,32,0,1,1,xss
session_001138,2026-01-11T22:59:33.952076,root,pass217,0,0.67,0,0,9,1,0,4,7,1,1,brute_force
session_001139,2026-01-21T22:59:33.952076,..%2F..%2F..%2Fetc%2Fpasswd,test,2,0.89,0,0,27,1,1,27,4,1,1,path_traversal
session_001140,2026-01-14T22:59:33.952076,user1140@gmail.com,***,23,12.87,0,0,38,4,1,18,16,1,0,legitimate
session_001141,2026-01-14T22:59:33.952076,user1141@yahoo.com,***,24,19.52,0,0,32,2,0,18,13,1,0,legitimate
session_001142,2026-01-17T22:59:33.952076,user1142@outlook.com,***,34,13.34,0,0,38,3,0,20,9,1,0,legitimate
session_001143,2026-01-22T22:59:33.952076,user1143@company.com,***,19,2.17,0,0,40,5,0,20,12,1,0,legitimate
session_001144,2026-01-16T22:59:33.952076,user1144@yahoo.com,***,24,19.43,0,0,35,5,0,18,12,1,0,legitimate
session_001145,2026-02-02T22:59:33.952076,user1145@outlook.com,***,41,3.79,0,0,38,3,0,20,13,1,0,legitimate
session_001146,2026-02-02T22:59:33.952076,admin,pass563,0,0.85,0,0,5,1,0,5,7,1,1,brute_force
session_001147,2026-01-16T22:59:33.952076,user1147@outlook.com,***,50,10.32,0,0,34,3,0,20,12,1,0,legitimate
session_001148,2026-01-14T22:59:33.952076,user1148@yahoo.com,***,30,4.0,0,0,31,6,0,18,13,1,0,legitimate
session_001149,2026-01-09T22:59:33.952076,user1149@outlook.com,***,34,8.11,0,0,41,4,0,20,16,1,0,legitimate
session_001150,2026-02-08T22:59:33.952076,user1150@outlook.com,***,42,4.52,0,0,36,4,0,20,10,1,0,legitimate
session_001151,2026-02-07T22:59:33.952076,user1151@yahoo.com,***,11,13.12,0,0,36,7,0,18,15,1,0,legitimate
session_001152,2026-01-26T22:59:33.952076,user1152@gmail.com,***,8,15.38,0,0,35,3,1,18,8,1,0,legitimate
session_001153,2026-02-02T22:59:33.952076,test@test.com| cat /etc/passwd,; rm -rf /,2,0.59,0,0,22,0,1,30,10,1,1,command_injection
session_001154,2026-01-19T22:59:33.952076,user1154@company.com,***,48,12.95,0,0,32,10,0,20,10,1,0,legitimate
session_001155,2026-01-24T22:59:33.952076,<input onfocus=alert(1) autofocus>,pass,1,0.9,0,0,34,1,1,34,4,1,1,xss
session_001156,2026-01-29T22:59:33.952076,user1156@yahoo.com,***,43,6.33,0,0,30,7,0,18,9,1,0,legitimate
session_001157,2026-02-07T22:59:33.952076,administrator,pass527,1,0.58,0,0,8,1,0,13,7,1,1,brute_force
session_001158,2026-01-31T22:59:33.952076,user1158@outlook.com,***,12,3.0,0,0,37,9,0,20,9,1,0,legitimate
session_001159,2026-01-18T22:59:33.952076,user1159@yahoo.com,***,19,10.53,0,0,31,8,1,18,11,1,0,legitimate
session_001160,2026-01-25T22:59:33.952076,admin' UNION SELECT,test,2,1.1,1,19,14,1,0,19,4,1,1,sql_injection
session_001161,2026-01-14T22:59:33.952076,../../../etc/passwd,test,1,0.59,0,0,19,0,1,19,4,1,1,path_traversal
session_001162,2026-01-09T22:59:33.952076,javascript:alert(1),,1,0.39,0,0,19,1,1,19,0,1,1,xss
session_001163,2026-02-01T22:59:33.952076,user1163@outlook.com,***,39,3.44,0,0,39,2,0,20,15,1,0,legitimate
session_001164,2026-01-14T22:59:33.952076,<script>alert('XSS')</script>,,0,0.24,0,0,29,1,1,29,0,1,1,xss
session_001165,2026-01-10T22:59:33.952076,user1165@yahoo.com,***,42,5.72,0,0,41,4,0,18,15,1,0,legitimate
session_001166,2026-02-08T22:59:33.952076,user1166@yahoo.com,***,29,18.3,0,0,35,2,1,18,9,1,0,legitimate
session_001167,2026-01-29T22:59:33.952076,test@test.com; ls -la,; ls -la,1,0.55,0,0,24,2,1,21,8,1,1,command_injection
session_001168,2026-02-01T22:59:33.952076,admin' OR '1'='1'--,123,1,1.19,0,0,20,0,0,19,3,1,1,sql_injection
session_001169,2026-01-23T22:59:33.952076,user1169@company.com,***,18,7.11,0,0,31,7,1,20,11,1,0,legitimate
session_001170,2026-02-02T22:59:33.952076,..%2F..%2F..%2Fetc%2Fpasswd,test,0,0.98,0,0,27,0,1,27,4,1,1,path_traversal
session_001171,2026-01-12T22:59:33.952076,user1171@company.com,***,39,8.05,0,0,41,6,0,20,13,1,0,legitimate
session_001172,2026-02-03T22:59:33.952076,user1172@outlook.com,***,28,17.33,0,0,38,2,1,20,13,1,0,legitimate
session_001173,2026-01-30T22:59:33.952076,user1173@gmail.com,***,38,10.08,0,0,39,2,0,18,12,1,0,legitimate
session_001174,2026-01-27T22:59:33.952076,root,pass432,1,0.64,0,0,8,0,0,4,7,1,1,brute_force
session_001175,2026-01-26T22:59:33.952076,user1175@company.com,***,45,12.01,0,0,30,8,0,20,8,1,0,legitimate
session_001176,2026-01-29T22:59:33.952076,'; DROP TABLE users--,,1,0.37,1,21,14,0,1,21,0,1,1,sql_injection
session_001177,2026-01-15T22:59:33.952076,user1177@yahoo.com,***,32,14.59,0,0,28,6,0,18,8,1,0,legitimate
session_001178,2026-01-31T22:59:33.952076,user1178@company.com,***,23,13.64,0,0,29,9,0,20,8,1,0,legitimate
session_001179,2026-01-31T22:59:33.952076,user1179@yahoo.com,***,18,12.81,0,0,39,8,0,18,12,1,0,legitimate
session_001180,2026-01-15T22:59:33.952076,test@test.com| nc -e /bin/sh,| cat /etc/passwd,2,0.15,0,0,15,2,1,28,17,1,1,command_injection
session_001181,2026-01-18T22:59:33.952076,user1181@gmail.com,***,46,12.2,0,0,32,7,1,18,14,1,0,legitimate
session_001182,2026-02-01T22:59:33.952076,user1182@company.com,***,24,7.63,0,0,41,3,0,20,16,1,0,legitimate
